price,bedrooms,bathrooms,sqft_lot,floors,condition,yr_built
325000,4,2.5,8458,2,Average,1993
210000,4,1.75,7680,1,Average,1968
215000,1,1,7639,1,Good,1920
387000,3,1.75,10800,1,VeryGood,1968
408000,3,1,7015,1.5,Good,1925
410000,3,1,6500,1,Good,1953
216000,3,1,7920,1,Average,1925
390000,3,1,7920,1,Average,1925
357000,3,1.5,11744,1,Fair,1950
215000,3,1,7275,1,Good,1970
265000,3,1,6554,1.5,Average,1900
589950,3,2.75,1350,3,Average,2014
440000,3,1.75,16851,1,Average,1950
248000,2,1,8600,1,Good,1914
730000,3,2.25,130680,2,Average,1977
425000,4,2.5,12145,2,Average,2004
680000,3,2.5,14248,2,Good,1977
341500,5,2.25,10400,2,Average,1980
395000,2,1,3975,1,Average,1950
1.23E+06,4,2.75,95396,1.5,Good,1962
695500,5,2.75,9180,1,Good,1975
308000,3,1.75,8629,1,Average,1977
422500,3,2,6450,1,Good,1977
418000,2,1,6900,1,Good,1915
385000,5,1.5,9780,1.5,Good,1961
876650,3,3.25,12508,1.5,VeryGood,1928
450000,3,2.5,2710,2,Average,2003
418800,4,2.25,9984,1,Good,1973
330000,2,1,1753,2,Good,1945
550000,3,1.75,8376,1,Good,1963
270000,4,2.5,11650,1,Average,1990
978500,3,2.25,7080,2,Average,1940
975000,4,2.5,10455,2,Average,1981
455000,3,2.25,6850,1,Average,1973
1.42E+06,4,3.25,38016,2,Average,1991
220000,2,1,9000,1,VeryGood,1951
490000,3,2,12196,2,Good,1970
420000,4,2.25,9100,2,Average,1978
408500,4,2.5,7043,2,Average,2003
716000,3,1.5,4800,1.5,Average,1915
965000,4,2.5,5000,2,VeryGood,1938
357823,3,1.5,9196,1,Average,1968
7.06E+06,5,4.5,37325,2,Average,1940
425000,3,2.25,9500,1,Average,1977
711777,4,1.75,6731,1,Good,1953
335000,3,1,9903,1,Good,1966
825000,4,1.5,6938,1.5,Average,1919
210000,2,1,6000,1.5,Good,1900
575000,2,1.75,19700,2,Average,1983
1.21E+06,4,2.75,10925,2,Average,2003
431500,2,2,4866,1,Average,2005
475000,3,1.5,13457,1,Average,1959
1.50E+06,4,3.75,4000,2.5,VeryGood,1916
540000,6,3,206474,2,Average,1960
775000,3,2.5,35016,2,Good,1987
635000,3,2.5,2978,1,Average,1997
1.30E+06,3,2.75,16365,1,Average,1999
405000,3,2.25,7267,1,Good,1976
210000,3,1,8600,1,Average,1951
880000,4,2.5,4675,2,Average,1923
239000,4,2,8837,1.5,Average,1955
515000,3,2.5,6100,1,Average,1944
1.38E+06,3,3.25,38038,1,Average,1978
215000,4,2.25,5393,2,Average,1999
315000,6,2,17685,1,Good,1943
442500,3,1.5,8303,1,Average,1957
311000,2,1.75,55321,1,Average,1941
425000,2,1,6030,1,Good,1925
433500,3,1.75,9450,1,Good,1919
450000,3,2.25,8296,2,Average,1978
675000,3,2.25,10260,2,Good,1987
535000,3,2.5,4132,2,Average,1999
577000,3,1.75,12874,1,Good,1967
480000,3,1.75,8528,1,Good,1939
400000,3,1.5,4473,1,Good,1914
304000,3,1,8184,1.5,Good,1947
355000,3,1.75,7203,1,Average,1990
998000,4,3.25,982998,2,Average,1992
550000,4,1.75,8447,2,Good,1936
550000,4,1.75,8447,2,Good,1936
210000,3,1.75,7300,2,Average,1948
317000,3,2.5,7587,2,Average,1990
700000,4,3.5,25800,1,Average,1971
265000,3,1,9150,1,Average,1969
700000,4,3.5,6175,2,Average,2001
1.02E+06,5,3.5,17841,2,Average,1990
1.15E+06,4,2.25,20242,1,Average,1972
460000,4,2.5,35091,1,Good,1985
410000,2,1.5,4000,1,Average,1950
665000,4,3,4400,1,VeryGood,1921
600000,4,2.5,7744,2,Average,1994
502000,4,1.75,3844,1,Average,1967
364950,4,2.5,8030,2,Average,1978
680000,3,2.25,4000,1.5,VeryGood,1927
235500,5,2.5,13713,1,Fair,1967
576000,4,2.5,5756,2,Average,2001
405000,2,3,1240,2,Average,2006
335000,3,2.75,8039,1,Good,1989
122000,2,1,6728,1,Average,1953
432000,3,1.75,6250,1,Good,1939
375000,4,2.25,11400,1,Good,1974
276000,4,2.25,11250,1,Good,1959
450000,3,2.25,111513,1.5,Average,1977
210000,2,1,8140,1,Poor,1910
279000,3,2.5,4106,2,Average,2011
635000,3,1.75,3900,2,VeryGood,1900
350000,3,2.5,7372,2,Average,1998
218000,3,1,7560,1,Good,1958
750000,4,1.5,6300,1.5,Average,1944
310597,4,1.75,25700,1,Good,1958
355000,3,1,37800,1,Good,1923
735000,5,2.75,5211,2,Average,2004
155000,1,1,6000,1,Average,1940
354000,3,1,10368,1,Average,1965
415000,3,1.75,10513,1,Good,1982
202000,1,1,833,1,Good,1926
580000,3,2.5,1873,2,Average,1996
1.50E+06,4,3.25,10375,2,Average,1962
790000,4,2.5,7519,2,Average,2004
499900,3,2.5,5112,2,Average,1999
525000,4,2.25,98881,1,Average,1952
810000,4,2.5,10613,2,Average,1989
425000,4,1.5,8773,1,Good,1947
241250,3,1.75,7588,1,Average,1993
318700,4,2.5,19116,1,Good,1961
720000,4,1.75,5000,1.5,VeryGood,1917
291000,3,1,10500,1.5,Good,1941
420000,3,1.75,38644,1,Average,1983
210000,2,1.75,3554,1,Good,1975
645000,3,3.25,11000,2,Average,1991
762000,5,2,5000,1.5,Good,1907
247500,4,1.75,7765,1,Average,1936
282500,3,2.25,7150,2,Good,1990
395000,3,1.75,22651,1,Good,1961
295000,3,1.75,8235,1,Average,1960
235000,2,1,5100,1,Good,1954
770000,3,1.75,6334,1,Average,1948
559950,2,2,4950,1,Average,2006
639000,4,2,5419,1,Good,1942
314950,3,1,8470,1,Good,1967
525000,3,1,6180,1,Good,1946
2.40E+06,3,2.25,11665,1.5,Average,2001
820000,3,1.75,6272,1,Good,1960
1.39E+06,3,3,3600,2,Good,1911
521450,3,2,5700,1,VeryGood,1950
760750,3,2.5,49137,2,Average,1988
759600,4,1,115434,1.5,Good,1923
346150,3,2,7200,1,Good,1966
390000,2,1,3800,1,Average,1926
359950,5,2.25,9432,2,Average,1973
430000,3,2,5120,1.5,Good,1924
960000,4,3.5,11676,2,Average,2000
800000,7,6.75,41664,2,Average,1953
1.01E+06,3,2.5,5805,2,Average,1999
290000,3,2,11456,1,Average,1970
1.35E+06,4,2,10296,1,VeryGood,1948
777000,3,3.25,59677,2,Average,2003
526000,2,1,4500,1.5,Good,1921
550000,3,3.5,1091,2,Average,2007
276000,3,1.5,8750,1,Good,1958
2.50E+06,5,3.25,12672,2,Good,1916
325000,3,1.75,6554,1,Average,1950
365000,3,2.5,1754,3,Average,2007
2.15E+06,8,6,9415,2,Average,1967
825050,4,3.25,3680,2,Average,1925
690000,3,1.5,9520,1,Average,1959
390000,4,1,6250,1.5,Average,1958
385000,3,2,1297,3,Average,1995
619000,3,2.5,7503,2,Average,1987
494000,4,2.25,42000,1,Average,1983
412450,3,2,13505,1,Average,1955
580000,3,1.75,2800,2,Average,1928
269900,3,1.5,22100,1,VeryGood,1957
704300,4,1.5,4080,1.5,VeryGood,1928
267000,3,2,6005,2,Average,2005
310000,4,1.75,12150,1,Average,1976
227064,3,1.5,10824,2,Average,1908
925000,3,2.5,7000,2,VeryGood,1943
245000,3,1.75,11452,1,Average,1992
339888,3,1,7490,1,Average,1969
439000,4,2,7500,1,Good,1968
400000,2,1,6120,1,Fair,1940
560000,3,2.25,15002,1.5,Average,1955
703011,2,1,5922,1,Average,1941
363000,2,1,4800,1,Average,1926
650000,4,2.75,6240,2,Average,2001
299950,3,1,9916,1,Good,1972
228950,3,1,6625,1,Average,1942
465000,4,1.75,11700,1,Average,1956
725000,3,2.5,9847,2,Average,1983
212500,3,1,14400,1,Good,1977
526000,4,2.25,54450,2,Average,1983
383000,3,2.5,10031,2,Average,1993
244000,3,1.75,4692,1,Average,1988
565000,3,1.5,3570,1.5,VeryGood,1930
373000,8,3,12714,1,Average,1959
300000,3,2,9855,1,Average,1962
405000,5,2.5,4781,2,Average,2001
979000,3,1.5,14133,1,Good,1954
324888,4,1.75,28750,2,Good,1978
445000,3,1.5,3200,1,Average,1929
761000,3,3.5,2020,2,Average,2006
435000,4,2,4745,1,Average,1972
252000,3,2.25,8410,1,Average,1991
350000,3,1.75,10150,1.5,Average,1957
875000,3,1,8119,1,Good,1955
940000,3,1,8119,1,Good,1955
280000,3,2,11342,1,Average,1964
450000,3,2.5,4226,2,Average,2004
905000,3,2.5,237402,2.5,Average,2004
382450,3,2.5,20531,2,Average,1998
246700,3,2,13309,1,Good,1967
220000,3,1.5,9331,1,Average,1956
555750,3,1,4880,1,Fair,1913
262500,3,1.5,8906,1,Average,1962
515000,2,1,4725,1,Average,1949
499500,3,2.5,21907,2,Average,1998
135000,1,1,13062,1,Average,1942
462500,2,2,7290,2,Average,1948
937500,4,2.5,21100,1,Average,1956
458000,3,1.5,9570,1,Average,1941
845000,4,2.75,7143,1.5,Average,1933
660000,3,2.25,40910,2,Average,1984
265000,3,2,6783,1,Good,1987
599999,9,4.5,6988,2.5,Average,1938
280000,3,2.5,8697,2,Average,1987
1.06E+06,3,3.25,189852,2,Good,1974
875000,4,3,14125,1,Good,1960
125000,3,1,7276,1,Good,1961
634800,4,3,4904,2,Average,2005
269950,4,1,9600,1,Fair,1964
359950,3,2.25,11612,1,Good,1981
417000,3,1.75,11454,1,Good,1979
389000,2,2,4122,1,Average,2007
1.04E+06,4,2.5,10893,2,Average,1997
698000,6,2.5,11250,1,VeryGood,1967
685000,4,2.5,10125,2,Average,2008
198500,3,1.75,7137,1,Average,1932
350000,4,2.5,5428,2,Average,2012
649950,3,2.5,387684,1,Average,1919
441000,3,1.5,7200,1,Average,1968
462600,3,1.75,11761,1,Good,1964
365070,4,2.5,6232,2,Average,2006
550000,4,2,7500,1,VeryGood,1956
470000,5,1.75,9600,1,Good,1945
340000,3,1.75,10400,1,Average,1977
910000,4,2.75,38912,1,Good,1965
405000,4,1.75,8392,1,Average,1979
661000,4,2.25,4600,1.5,Good,1932
635000,4,2.5,7069,2,Average,1993
282000,2,1,6098,1,Average,1948
235000,4,1.75,10137,2,Average,1956
277500,3,2,22100,2,Good,1981
346500,5,2.5,8250,1,Good,1978
480000,5,2.25,5500,1,Average,1959
360000,4,2.25,6508,2,Average,1996
245000,3,2.5,6785,1,Average,1994
625000,3,3.5,1490,2,Average,1995
750500,5,3,2440,1.5,Good,1911
525000,3,1.75,9579,1,Average,1977
740000,4,3.5,57063,2,Average,1998
523000,3,1.5,7735,1,Good,1957
292000,3,1.75,4500,1.5,VeryGood,1929
625000,4,2.5,9599,1,Average,1961
700000,3,2.5,11727,2,Average,2002
399950,3,2.5,1320,2,Average,2007
545000,4,3.5,1341,3,Average,2007
339999,4,2,6369,1,VeryGood,1954
1.21E+06,4,2.25,6000,2,VeryGood,1909
545000,3,2.5,5149,2,Average,2003
260000,4,1.75,8400,1,Good,1967
526000,3,1.75,3420,1,Average,1992
701000,4,3,8540,2,Average,2003
290000,3,2.25,7482,1,Good,1968
330600,1,1,1799,1,Average,1908
550500,3,1.75,8280,1,Average,1949
430000,2,1,6426,1,Average,1949
4.00E+06,4,5.5,16573,2,Average,2008
260600,2,1,4560,1,Average,1928
825000,5,3,7500,2,Good,1961
378950,4,2,8400,1,VeryGood,1956
435000,4,2.5,9065,2,Average,2000
631000,3,2.25,1396,2,Average,2015
415000,3,2.5,8342,2,Average,1986
222000,3,1.75,7560,1,Average,1967
245000,3,2,8250,1,Average,1987
720000,3,2.5,10126,2,Good,1985
215000,3,1,9954,1,Good,1960
579100,2,1,2754,1,Average,1924
522500,4,1.75,9299,1.5,Good,1943
489000,3,2,3000,1,Good,1972
240000,3,1,2353,1.5,Good,1925
420250,3,2,3657,1,Average,2007
523000,4,2.5,20870,2,Average,1967
628000,4,2,6000,1,Average,1958
320000,4,2.5,7277,2,Good,1990
359950,3,2.5,7800,2,Average,1999
232000,2,1,8063,1,Good,1958
810000,4,2.25,5600,1,Good,1961
245000,4,1.5,7561,1.5,Good,1921
273000,3,2.25,8192,1,Average,1984
1.19E+06,5,2.5,14989,1,Average,1959
438000,5,1,6250,1.5,Good,1917
400000,3,1.75,19600,1,Good,1959
340000,3,1,4800,1,Good,1951
552000,2,2.5,951,3,Average,2006
790000,3,1.75,4080,2,Average,1991
360000,3,1.5,22000,2,Average,1931
235000,3,1,15022,1,Average,1934
775000,2,1,3600,1,Average,1913
489200,3,2.75,9600,1.5,VeryGood,1965
341000,3,2.25,8900,2,Good,1977
335000,4,2.5,6050,2,Average,2012
393500,3,1.75,1441,2,Average,2004
360000,3,2,8846,1,Good,1940
400800,4,1,5750,1,Average,1923
585000,3,1,5378,1,Average,1939
1.60E+06,4,2.75,5000,2,Average,1936
2.88E+06,4,2.5,32033,2,Good,1994
300000,3,1,13000,1,Good,1955
1.05E+06,4,2.75,4560,2,VeryGood,1912
360000,3,1.5,1110,2,Average,1999
665900,4,2.25,5453,2,Good,1926
470000,4,1,18224,1.5,Good,1911
581000,4,1.75,8164,1,Good,1963
527000,6,3.5,8401,1,Average,1979
423000,4,1.75,7245,1,Good,1955
875000,4,3.5,4416,1.5,Average,1926
410000,3,1,6903,1,Average,1951
606000,3,2.5,6005,2,Average,1997
654000,3,2.5,60840,2,Average,1997
150000,3,0.75,38500,1.5,Good,1959
373000,3,2.5,6771,1,Average,2003
550000,5,2,9488,1,Good,1900
512500,3,2.5,7604,2,Average,1990
360000,4,2.5,7388,2,Average,2003
369000,3,2,1480,3,Average,1997
825000,4,2.5,5262,2,Average,2003
255000,3,2,11475,1,Average,1978
1.29E+06,4,2.5,10800,1,Average,1946
270000,5,2.5,8470,1.5,Good,1968
480680,3,2.5,4924,2,Average,1996
525000,4,1.75,7725,1,Average,1965
291500,3,1,9238,1.5,VeryGood,1946
305000,4,2,13551,1,Good,1974
285000,3,1.75,7500,1,Average,1998
1.88E+06,3,2.5,29111,2,Average,1925
329500,5,1.75,8000,1,Average,1968
1.57E+06,4,2.25,18226,3,Average,1984
379260,3,2.5,7202,1,Average,1991
356000,3,2.5,3411,2,Average,2000
571900,4,1.75,8947,1,Good,1956
271500,3,1.75,18360,2,Average,1957
390000,3,1.75,10030,1,Good,1967
550000,3,2.5,62310,1,Average,1985
755000,2,2.5,2070,2,Average,1999
509500,2,2.5,1485,2,Average,1994
486700,2,1,6278,1,Average,1942
527500,2,1,3000,1.5,Average,1910
475000,5,2.5,3600,1.5,Average,1912
268000,3,2.75,1793,2,Average,2001
562000,3,2,50529,2,Good,1978
780000,4,2.5,13449,1,Good,1975
700000,9,3,4400,2,Average,1908
710000,3,2,3000,1,Good,1931
445000,3,1,5664,1,Good,1947
729000,3,3.25,60548,1,Average,2005
384400,3,3.25,1388,3,Average,2008
815000,6,3,17853,1,Average,1962
865000,4,2.5,4069,3,Good,1990
514000,3,2,7200,1,Good,1967
615000,4,2.75,13193,1,Average,1965
865000,4,3.25,99170,1,Good,1980
755000,4,2.5,6930,2,Average,2004
425000,4,1,8321,1,Average,1953
375000,2,1,9839,1,Average,1910
750000,4,2.5,4548,2,Average,2009
722000,4,2.75,5408,2,Average,2005
1.01E+06,3,2.5,4480,2,Average,1949
725000,3,2.5,7510,2,Average,1996
170000,3,0.75,42180,1,Fair,1947
845000,4,3.25,35315,1,Average,1982
271900,3,2,8771,2,Good,1991
1.30E+06,6,4.5,3880,3,Good,1977
261500,4,2.5,7800,1,Average,1977
619500,3,2.5,5000,2,Average,2003
435000,5,2.25,15247,1,Average,1986
210000,3,1,5454,1,Average,1954
489950,3,2,4010,1,Good,1909
260000,4,1.5,8800,1,Average,1962
300000,4,1,8499,1,Average,1949
530000,4,2,14161,1,Average,1966
235000,3,1.75,14030,1,Good,1977
593500,3,1,4000,2,Good,1918
562000,3,3,80471,2,Good,1975
585000,3,2,207346,2,Average,1994
2.40E+06,4,3.25,20734,1,Average,1977
199500,3,1.75,8901,1,Average,1986
544500,5,1,3240,1.5,Average,1914
394900,3,1,13370,1,Average,1962
912000,4,3.75,4095,2,Average,2009
260000,3,2.5,8102,2,Good,1990
858000,5,3,12778,1,VeryGood,1964
1.28E+06,4,2.5,16454,1,VeryGood,1963
242150,4,1.75,8544,1,Good,1970
220000,3,1.75,7200,1,Average,1986
235000,3,2,7980,1,Good,1977
370000,3,1.75,10300,1,Good,1978
450000,3,1.75,44866,1,Average,1981
534950,5,1.5,6337,1,Average,1956
730000,4,2.5,14271,2,Average,2005
465000,4,2.5,32450,1,Good,1983
178000,3,1,5734,1,Good,1955
215000,3,1,7140,1,Average,1976
300000,3,2.75,15508,1,Average,1984
430000,3,2,7066,1,Average,1973
183000,3,1.5,4366,2,Good,1985
585000,3,2.5,1501,2.5,Average,2007
192950,3,1,3330,2,Good,1969
599000,2,1,7713,1,Average,1930
326500,3,1,7920,1,Good,1968
358803,2,1,5765,1,Average,1944
537000,3,2.5,12920,2,VeryGood,1999
1.16E+06,3,2.5,24691,1,Good,1961
156000,2,1,5889,1,Good,1950
219000,3,1,8276,1.5,VeryGood,1939
1.19E+06,3,1.5,2700,2,Good,1922
248000,5,1.75,16788,1,Average,1978
340000,3,1.75,196020,1,Good,1987
899100,5,2.5,15300,1,Good,1975
346950,3,1.75,10954,1,Average,1963
330000,3,1,5775,2,Average,1928
325000,3,1,8250,1,Average,1954
315000,3,1.75,7884,1,Average,1975
649950,3,2.5,1375,2,Average,2014
316000,3,1,7200,1.5,Good,1942
386000,2,2.5,3196,2,Average,2008
535000,2,1.75,7280,1,Average,1982
600000,3,3,1800,3,Average,2003
339000,4,2.5,8746,2,Average,2001
167000,3,2,7456,1,Average,1949
430000,3,1,4800,1,Average,1952
688000,4,4,9309,2,Average,2007
834500,3,2.25,6000,1,Good,1948
1.08E+06,4,4.25,8750,1,VeryGood,1951
250000,3,1,52272,1,Average,1960
402500,3,1,4000,1.5,Average,1926
432500,3,2.5,6435,1,Average,1978
485000,5,1.75,14100,1,Average,1972
560000,4,2.75,22000,1,Good,1978
410000,4,2.25,8292,2,Average,1990
455000,3,2.5,7344,1,Average,1980
459500,4,2.5,8968,1,Good,1975
371000,4,1.75,11305,1,Average,1968
289500,3,2.25,3400,2,Average,2002
395000,3,3.5,1263,2,Average,2007
496752,2,1,5000,1,Good,1923
227000,2,1,6800,1,Average,1943
330000,3,1.75,9261,1,Average,1985
480000,5,2,8610,1,Good,1958
290000,2,1,217800,1,Average,1976
281000,3,1,21336,1.5,Good,1945
705000,4,1.5,3120,1.5,Average,1926
1.40E+06,4,2.5,4000,1.5,VeryGood,1909
485000,4,3.25,6611,1,Average,1958
622000,3,2.25,1919,3,Average,2003
380000,3,2.25,39848,1,Good,1958
2.13E+06,4,2.75,19513,2,Good,1982
561500,3,1.75,6380,1,Good,1939
242000,3,1,9600,1,Average,1972
348500,3,1.5,10726,1,Good,1966
370000,3,1.5,10726,1,Good,1966
752000,6,3.75,6663,2,Good,1977
230000,3,1.75,8250,1,Average,1985
715000,3,2.25,4977,3,Average,2012
240415,3,1.75,10187,1,Average,1968
562000,4,1.75,4080,1.5,Average,1922
360000,3,1.5,4080,1,VeryGood,1917
659950,3,2.5,1246,2,Average,2014
458500,3,2,1599,2,Average,2012
259950,2,2,649,2,Average,2008
366000,3,1.75,6108,1,Average,1989
978000,4,2.75,7821,2,Average,2014
525000,2,1,6120,1,Average,1947
926300,3,1.5,4800,2,Average,1907
750000,2,1,6120,1,Average,1951
660000,2,1,6263,1,Good,1942
305000,4,1.75,7200,1.5,Good,1947
800000,2,2.5,6143,1,Average,2003
600000,4,1.75,9440,1,Average,1966
435000,2,1,88327,1.5,Good,1972
1.14E+06,4,3.25,4296,2,Average,2007
318000,3,2.25,1017,3,Average,2008
639000,4,2,5000,1,Good,1910
453000,3,2.5,3900,2,Average,1977
800000,4,1.75,9148,1,Good,1955
437000,2,1.75,6800,1,Good,1942
1.15E+06,3,2.75,75889,2,Average,1925
490000,4,2.5,8645,2,Average,1985
499950,4,1.75,7700,1,Good,1967
160134,3,1.5,10116,1,Average,1968
191000,3,1,8255,1,Average,1953
221000,3,1,7280,1,Average,1965
352800,4,2,6360,1,Average,1960
350000,3,2.5,10424,2,Average,1988
458000,4,1.5,3000,1.5,Average,1918
359950,3,1,189486,1,Good,1960
1.05E+06,3,3,5093,2,Average,2004
353000,3,1.75,11775,1,VeryGood,1942
717550,3,3.5,4468,3,Average,2006
450000,3,2.25,6500,2,Good,1977
167500,3,1,3090,1,Fair,1903
550000,3,1.75,78225,2,VeryGood,1976
939000,4,2.25,9684,2,Good,1970
700000,3,1.75,15570,1,Average,1948
480000,4,3.5,435600,2,Average,2005
501000,3,1,4360,1,Good,1929
580000,3,2.25,8625,1,Average,1987
527550,1,0.75,59677,1,Average,1999
399000,4,2.5,4687,2,Average,2005
240000,3,1.75,5000,1.5,Average,1957
353000,4,2.75,268329,1,Average,1989
335000,4,2,3132,1,VeryGood,1910
475000,3,3,2554,2,Average,2001
660000,3,2,5100,1.5,Good,1926
551000,3,1,1948,1,VeryGood,1900
249950,4,1.75,10530,1,Average,1968
1.15E+06,4,3.25,262666,2,Average,1988
575000,3,1.75,6743,1,Average,1955
1.09E+06,4,2.75,11350,1,Good,1974
515000,4,2.5,7306,2,Average,2006
235000,3,1.5,11214,1,Average,1959
796000,3,1,3243,1.5,Average,1912
450000,2,1.5,2550,1,Average,1984
2.05E+06,4,3,18834,1,VeryGood,1971
270000,4,2.5,6509,2,Average,1994
1.71E+06,3,3,27702,2,Average,2000
565000,3,1,4108,1.5,VeryGood,1928
680000,1,2.5,3008,2,Average,1910
5.57E+06,5,5.75,35069,2,Average,2001
864500,4,2.5,35991,2,Good,1992
1.15E+06,4,2.25,18000,1,Good,1951
335000,3,2.25,30476,2,Average,1991
911000,4,3.25,15958,2,Average,1997
425000,2,1,6625,1,Average,1950
299950,3,1,81021,1,Average,1949
864000,4,2.5,49658,2,Average,1999
425000,2,1,6000,1,Average,1939
374950,4,1.5,14490,1.5,Good,1963
247000,3,2.25,7630,1,Good,1968
475000,3,1,7161,1,Average,1953
275000,3,2.5,5868,2,Average,2003
355000,2,1,368517,1,Average,1947
285000,4,1.75,22072,1,Average,1959
1.34E+06,3,2.75,38869,1.5,Average,1963
325000,2,1,17817,1,Average,1980
1.67E+06,5,3.5,40816,2,Good,1997
402000,3,2.5,9994,1,Good,1959
1.10E+06,3,3,16857,1,Average,2000
375000,4,1.75,9225,1,Good,1959
396000,5,2.75,12253,1,Average,1960
320000,4,2.75,9077,1,Good,1987
610000,3,2.5,5827,2,Average,2001
249950,3,1.5,7698,1,VeryGood,1966
675000,4,3.5,100835,2,Average,1999
448000,2,2,7772,1,Good,1919
819000,3,1,3600,2,Average,1900
1.25E+06,3,2.5,18505,1,Average,1983
225000,4,2.5,6031,2,Average,1994
790000,2,3,982278,1,Average,2004
685000,4,2.5,6000,2,Average,1993
812000,3,3.25,8338,2,Average,2001
705000,2,2.5,6400,1,Average,2007
360000,4,3,6870,2,Average,2005
344000,1,1.5,779,3,Average,2006
825000,4,1.5,6900,2,Average,1903
476500,3,1,6120,1,Good,1945
379500,2,1,5096,1,VeryGood,1949
620000,3,1.75,35236,1,Average,1980
477590,3,3.25,7701,2,Average,2000
490000,3,1,8190,1,Good,1946
470000,3,1.5,5000,1.5,Good,1927
500000,3,2.25,1236,2,Average,2006
370000,3,1,7341,1,Average,1982
790000,2,1.5,4400,1,Average,1923
725000,4,2.5,18295,2,Average,1986
840000,4,2.75,2800,2,Average,1906
390000,3,1,11108,1,Good,1952
507000,3,2.25,11585,1,Good,1958
263500,3,1.75,6273,1,Good,1951
369000,3,2.5,1683,2,Average,2004
500000,3,2.5,5326,2,Average,2008
570000,2,1,4301,1,Good,1923
284000,4,3,7145,1,Average,1994
415000,2,1,4108,1,Average,1947
197500,3,1,3090,1.5,Average,1903
925000,4,3.75,9492,2,Average,1962
468000,3,2,6300,1,Average,1953
355000,3,1,5001,1.5,VeryGood,1930
639000,4,1.75,6000,1,Good,1939
720000,3,2.5,14250,2,Average,1991
381000,3,1.75,6000,1,VeryGood,1950
1.05E+06,3,4,42769,2,VeryGood,1983
670000,3,3,3730,2,Average,2005
400000,3,1,6658,1,Average,1942
910000,4,3.5,50479,2,Average,1987
294000,3,1,9427,1,Average,1931
315001,3,1.75,10230,1,Fair,1968
360000,3,2,10723,1,VeryGood,1959
520000,3,2,2700,2,Good,1902
474000,3,1,4560,1,Good,1944
702000,4,2.5,5876,2,Average,2004
728000,4,3.5,87497,2,Average,2001
308000,4,2.5,7277,2,Average,1993
2.00E+06,5,4,4443,3,Average,2004
340000,3,2.5,7917,2,Average,1986
306500,2,1.75,10200,1,Good,1947
716000,3,2,3600,1.5,Good,1904
950000,4,3,44431,2,Fair,1981
673200,5,3,8561,2,Average,2003
564500,4,2.25,6000,1,Average,1961
393000,4,1.75,11801,1,Good,1974
425000,5,1.75,5071,1,Average,1916
150000,3,1,24684,1,Average,1979
327000,4,2.25,106722,1,Average,1980
444900,4,2.5,7448,2,Average,1998
305000,4,2.5,14773,2,Average,1998
469000,3,3.25,1194,3,Average,2004
525000,3,1.75,7875,1,VeryGood,1969
330000,3,2.5,17424,1,Average,1978
618000,4,1,4080,1,Good,1911
295500,4,2.5,7350,1,Average,1982
567035,3,2,46173,2,VeryGood,1903
518000,4,2.25,34870,1,Average,1977
303000,2,1,9200,1,Average,1978
300000,4,2.5,8065,2,Average,1998
413107,3,1.5,7520,1,Good,1956
400000,3,1,3090,1.5,VeryGood,1914
535000,3,1,6859,1,Good,1941
555000,4,2,2600,1,VeryGood,1915
312000,3,2.5,6386,2,Average,2008
785200,3,2.25,3500,1.5,VeryGood,1910
749000,4,2,11850,1,Average,1959
285000,3,1.5,10367,1,Average,1957
425000,4,2.5,5088,2,Average,2007
360000,3,2,15540,1,Average,1958
260000,3,1,6615,1,Good,1954
369000,3,2,8509,1,Average,1959
275000,4,2.5,11132,1,Good,1978
