Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands
106484,40,22,3,F,Married,221.6829192
122039,20,3,3,F,Single,223.2821085
169698,21,2,3,M,Single,548.579218
171333,55,35,3,F,Married,318.9899857
156380,18,0,3,M,Single,689.4130703
178555,29,9,3,F,Married,324.3069675
191082,39,22,3,F,Married,613.1473579
153290,34,17,3,F,Single,422.1964652
178218,39,21,3,F,Married,168.9975863
148442,46,26,3,M,Married,159.7145116
113843,17,0,3,M,Single,1226.233875
105976,64,44,3,F,Married,66.89404456
110295,18,0,3,M,Married,439.1286723
119404,70,53,3,M,Single,215.3692714
121883,60,40,3,F,Single,338.3607926
186109,54,35,3,F,Single,500.8659766
197625,69,48,3,M,Single,106.0529282
108415,22,5,3,F,Single,622.2000691
160854,24,6,3,M,Single,735.2600412
129908,66,46,3,M,Married,216.106487
166435,67,48,3,F,Married,215.4968285
108986,57,36,3,F,Single,443.0355432
116432,36,17,3,F,Married,144.8309384
142398,62,45,3,F,Married,266.7128611
103591,68,51,3,F,Married,310.2132471
171067,23,5,3,F,Married,272.0489279
190595,61,44,3,M,Single,580.6063261
158709,56,37,3,M,Married,151.4752513
182556,24,6,3,F,Single,348.6990042
103714,21,3,3,M,Single,519.0797905
178228,68,49,3,F,Single,277.9042945
131440,17,0,3,M,Married,408.5475155
133730,23,6,3,M,Single,1582.314185
178173,64,47,3,F,Single,188.5203952
115546,16,0,3,M,Married,633.6359986
107429,22,3,3,F,Married,238.1693797
110180,45,24,3,F,Single,329.2219199
187630,32,11,3,F,Married,297.5352388
140462,61,41,3,M,Married,75.00200112
136668,24,5,3,F,Single,559.9182036
172823,31,10,3,M,Single,490.590609
180169,35,18,3,M,Single,516.7643522
149465,60,39,3,F,Single,48.08326373
104716,19,1,3,F,Married,317.6965932
108088,53,32,3,F,Married,325.2040585
132131,52,32,3,F,Single,278.0438613
114880,46,27,3,M,Single,288.2849049
170895,63,45,3,F,Single,395.1008282
159110,62,42,3,F,Married,231.1658511
166436,54,35,3,M,Married,140.869927
181584,30,12,3,F,Single,587.6479685
183329,44,26,3,F,Single,483.656607
154896,70,50,3,F,Single,187.6522711
130907,60,39,3,F,Married,199.6621481
119169,60,40,3,F,Single,64.49974894
107460,47,28,3,M,Married,336.1773364
172798,70,51,3,F,Single,188.4347158
192305,67,50,3,F,Married,30.22512832
123179,43,26,3,F,Married,313.2618716
132775,64,44,3,M,Married,141.4184224
194953,38,20,3,M,Single,411.634984
176776,45,25,3,F,Married,345.8649432
156049,25,8,3,F,Single,499.159061
114351,49,31,3,F,Single,393.3566814
133136,45,25,3,M,Married,431.1181724
151662,64,45,3,M,Married,271.4513684
168951,23,4,3,M,Married,556.176094
148545,58,37,3,M,Married,403.8567074
144791,67,49,3,M,Married,64.04509929
165320,52,31,3,F,Single,228.4081003
125679,27,6,3,F,Single,770.667867
150204,28,7,3,M,Single,797.3344963
112751,40,19,3,F,Married,299.8475134
155462,28,9,3,F,Married,367.2097593
190520,61,41,3,F,Single,73.35201539
101606,34,15,3,F,Married,319.0562067
172056,33,16,3,F,Married,166.4127054
198526,70,53,3,M,Married,538.012156
128103,66,49,3,M,Married,79.82822354
127204,21,3,3,F,Married,683.1064293
149172,65,46,3,F,Single,167.6625428
159584,53,36,3,F,Married,362.3113115
103657,35,14,3,M,Single,223.4491102
175740,25,6,3,M,Married,415.8853382
178014,50,33,3,M,Married,370.0097979
143243,29,9,3,F,Married,197.0374183
137076,24,6,3,M,Single,683.2504772
128930,61,40,3,M,Single,234.409396
172278,70,51,3,F,Single,25.91082086
199078,29,8,3,F,Single,807.6592434
115404,66,47,3,F,Married,302.5600291
150639,69,52,3,M,Married,338.2597543
170141,62,45,3,M,Married,234.0059424
107730,38,18,3,M,Married,420.5568513
131012,51,31,3,F,Single,381.2959442
180479,23,5,3,F,Married,384.38384
120054,50,30,3,M,Married,379.5283124
199130,62,45,3,F,Married,296.6591367
184604,28,9,3,M,Married,364.2679575
153807,61,44,3,F,Single,149.4016837
180198,24,6,3,M,Married,651.1247737
121933,62,42,3,F,Single,71.28362096
162911,24,5,3,M,Married,321.6806677
108645,69,49,3,F,Married,113.149769
186987,32,12,3,F,Married,338.1616198
151511,20,2,3,M,Married,348.9557284
112893,36,17,3,F,Single,391.514442
152118,23,6,3,F,Married,236.0737906
175351,24,5,3,F,Married,178.7058171
176483,32,11,3,F,Single,478.6572702
129585,21,4,3,M,Single,1305.985998
100002,53,32,3,F,Single,138.2480792
137612,65,46,3,F,Single,41.38235702
198178,20,3,3,F,Single,415.7713599
138629,21,3,3,F,Single,585.3022678
174143,19,0,3,F,Married,239.8043929
109418,38,17,3,M,Married,364.5436701
119499,18,0,3,M,Married,306.3038174
169015,67,49,3,F,Single,224.0212974
175095,58,38,3,F,Single,456.0547896
169243,63,43,3,F,Married,62.87299302
112556,25,6,3,M,Married,692.7167535
111926,65,44,3,M,Single,390.0503247
186930,70,51,3,M,Single,384.006876
142541,62,45,3,M,Married,65.53624329
170073,61,43,3,F,Single,185.2092509
153371,66,47,3,M,Married,116.6539191
181009,44,23,3,M,Single,382.0787055
129824,30,11,3,M,Single,766.4775796
142717,31,14,3,F,Single,660.2775882
164748,66,46,3,F,Married,302.3751056
197535,17,0,3,F,Single,419.6674977
126791,44,23,3,M,Married,397.3717136
163258,57,37,3,M,Married,529.7027485
168914,22,3,3,M,Married,507.9072134
101235,41,23,3,F,Married,254.212927
143884,54,34,3,M,Married,343.9026776
100019,51,31,3,F,Single,552.9365137
136908,57,39,3,M,Married,165.1423676
180217,42,24,3,M,Single,812.8991652
190788,25,8,3,F,Married,302.7966664
145027,24,7,3,F,Single,484.5543496
153473,63,43,3,F,Single,101.5033229
125823,70,50,3,F,Single,38.57444556
147971,41,23,3,M,Single,501.5088854
122274,19,1,3,M,Single,360.6821801
158396,61,42,3,M,Single,51.46807921
143068,61,41,3,F,Single,142.4210784
115799,61,42,3,F,Single,216.6225747
102437,19,1,3,F,Single,557.0871936
120469,17,0,3,F,Single,427.9976492
175028,16,0,3,F,Single,560.4544128
124306,63,44,3,F,Married,165.2589847
134902,65,48,3,M,Single,27.6123893
169046,19,0,3,M,Married,274.2005254
185597,20,3,3,M,Single,1093.491213
172562,20,1,3,F,Married,308.9061638
182906,54,34,3,F,Single,458.7848756
122223,66,47,3,M,Married,198.8215393
178490,27,6,3,F,Single,261.3264249
110686,62,42,3,F,Married,86.11922175
192584,56,37,3,F,Married,218.0230937
117149,17,0,3,M,Single,860.4545437
179482,38,17,3,M,Married,605.5402007
165658,23,4,3,M,Single,682.6715142
137279,33,15,3,M,Married,308.619471
148106,68,50,3,M,Single,546.2450947
166911,33,13,3,F,Single,417.3440064
187161,40,22,3,M,Single,400.3701723
164359,69,50,3,F,Married,102.1084932
130218,42,25,3,F,Single,244.7535805
123363,58,37,3,M,Single,472.6673133
179284,34,17,3,F,Single,472.5141741
101331,37,16,3,F,Married,152.6981784
194538,35,16,3,F,Single,276.4816299
169731,16,0,3,M,Single,459.6553555
146346,17,0,3,F,Single,273.951206
154338,70,49,3,F,Married,436.314571
135090,19,0,3,F,Married,242.878505
190769,28,8,3,M,Married,252.0558287
136140,16,0,3,F,Married,166.1846197
179260,25,6,3,F,Single,482.6161107
198152,64,47,3,F,Single,193.9608062
145089,67,47,3,F,Married,233.8176362
125727,17,0,3,M,Married,527.2441967
142074,19,1,3,F,Single,165.5362405
159832,57,40,3,F,Married,152.8377247
117846,59,38,3,M,Married,393.5972642
172164,22,5,3,M,Single,932.3618464
169880,64,47,3,F,Married,307.1403785
124091,34,15,3,M,Single,590.1613276
140358,20,2,3,M,Single,813.7886128
173586,61,43,3,M,Married,287.7556186
126220,19,1,3,F,Single,235.3451905
112803,23,5,3,M,Single,491.6209559
186925,43,26,3,F,Single,708.5914602
157276,55,37,3,F,Married,324.6420613
119323,34,14,3,F,Married,308.0223421
156228,25,6,3,M,Married,422.4070511
131038,49,32,3,F,Single,408.0235502
140370,32,15,3,M,Married,476.3075253
105780,23,5,3,M,Single,451.5880196
175234,19,1,3,F,Married,223.0245441
123722,41,21,3,F,Single,216.9474854
164614,43,23,3,M,Married,387.2686296
190457,64,45,3,F,Single,36.85347931
186854,22,5,3,M,Single,967.0016334
198489,24,6,3,F,Married,151.1045358
112790,55,36,3,F,Single,367.3384677
149661,23,5,3,M,Single,662.93972
149131,67,49,3,F,Single,42.04285729
190611,26,9,3,F,Married,242.9112158
162343,52,34,3,M,Single,500.4497483
160265,20,2,3,M,Single,397.8586159
120578,68,51,3,M,Single,97.47832546
129268,45,26,3,F,Single,417.3547846
171190,27,7,3,F,Single,596.4746962
100459,63,45,3,M,Single,95.78214073
163542,65,44,3,F,Married,48.75805138
196539,65,44,3,M,Single,49.5115222
116233,70,52,3,M,Single,218.0029668
142734,21,3,3,M,Single,902.9052832
148266,60,42,3,F,Single,227.2208439
109891,51,30,3,M,Married,189.0375584
126387,47,28,3,M,Single,496.1250167
134194,38,19,3,M,Married,731.5071003
146620,24,6,3,M,Married,520.4128953
101117,32,12,3,F,Single,408.663755
191541,64,43,3,M,Married,35.62884287
118683,24,7,3,M,Married,448.6384964
134579,63,44,3,M,Single,149.5495403
116677,43,23,3,F,Married,243.9526945
172968,62,41,3,M,Married,360.7618037
120443,38,19,3,M,Single,504.547965
162681,25,6,3,F,Married,94.57991524
121123,66,48,3,M,Married,146.6469132
146463,30,10,3,M,Single,180.1317101
158690,47,28,3,F,Single,316.5179913
158455,51,32,3,M,Single,858.1128834
146420,64,44,3,M,Single,98.58804303
180041,68,51,3,M,Married,156.5496923
185764,36,17,3,M,Married,379.0811443
142705,21,4,3,F,Married,463.5494703
167507,42,23,3,M,Single,223.4481119
150074,60,41,3,M,Single,304.2014304
198418,65,47,3,M,Married,492.5699465
157568,43,23,3,M,Single,457.1755592
109023,67,46,3,M,Single,93.64557058
192456,44,23,3,M,Single,441.8691366
162314,70,49,3,M,Married,147.4118266
129783,16,0,3,F,Married,486.6290318
101747,27,10,3,F,Single,164.717481
101704,22,5,3,F,Single,519.3589465
169991,60,39,3,M,Married,54.10787889
189085,50,32,3,M,Married,223.7777919
136159,51,33,3,M,Single,200.3709466
153044,19,2,3,F,Married,272.0471721
118032,64,44,3,M,Single,106.4613638
138211,45,25,3,M,Single,416.7552524
104732,22,3,3,M,Married,389.3521158
121938,63,44,3,M,Married,140.1000249
174087,35,14,3,F,Single,268.6189791
108968,67,50,3,M,Married,319.2946602
182411,19,2,3,M,Single,732.5388838
197284,69,48,3,M,Single,52.80196713
143474,70,53,3,M,Married,236.7952419
161391,55,36,3,F,Married,307.4165301
133794,28,8,3,F,Single,268.2158673
107080,50,30,3,M,Single,482.6817559
178787,62,41,3,M,Single,243.7567173
153954,64,47,3,M,Married,392.4944029
141815,32,12,3,M,Single,425.0750354
144417,62,45,3,F,Single,168.9206484
129219,63,46,3,F,Single,267.059759
172870,56,38,3,M,Single,509.3638436
172116,18,0,3,F,Single,280.97167
121820,45,28,3,F,Married,310.257686
120427,60,43,3,M,Single,553.352897
184449,62,41,3,M,Single,145.2461263
120778,37,16,3,M,Single,468.9861935
131138,49,30,3,M,Married,662.3350856
110924,69,50,3,F,Single,258.8036676
109682,20,2,3,M,Single,1291.362186
172677,36,18,3,F,Single,458.3073155
101083,66,48,3,F,Married,31.26546602
122282,46,29,3,F,Married,624.1397563
113517,23,6,3,F,Married,516.683386
115819,50,32,3,F,Single,432.1347485
137415,61,42,3,M,Single,43.74710322
118275,19,0,3,F,Single,523.4836397
119055,61,41,3,F,Married,221.7109503
106384,37,16,3,F,Married,151.5045773
164769,53,36,3,F,Married,409.7377822
129534,18,0,3,M,Married,557.0582137
124776,46,28,3,M,Single,157.0372217
198044,18,0,3,F,Single,258.6985443
109556,19,1,3,M,Married,516.6382649
173553,51,33,3,F,Single,733.5515891
177159,16,0,3,M,Single,1377.539259
188944,16,0,3,F,Married,222.3914688
198753,24,5,3,M,Single,294.6140497
104458,58,39,3,M,Single,474.5904622
191562,56,39,3,M,Married,353.9065494
183999,21,3,3,F,Married,226.5756152
145494,39,20,3,M,Married,539.5619297
156940,24,7,3,M,Married,318.0342662
160768,64,46,3,M,Married,44.2977249
115369,22,3,3,M,Single,322.6918838
150449,32,15,3,F,Single,386.5875011
173358,44,23,3,M,Single,615.9580721
156851,33,15,3,M,Married,404.5052672
157795,24,6,3,F,Single,584.9279896
135972,21,4,3,F,Married,154.8437996
148055,57,38,3,M,Single,463.8369854
107293,29,9,3,M,Single,534.7082137
124469,51,32,3,M,Single,548.363274
169057,59,38,3,F,Married,302.7425401
188698,47,27,3,F,Married,609.2892848
160530,57,40,3,M,Single,759.7345504
163089,32,11,3,M,Single,240.8530538
142094,70,51,3,M,Single,136.073391
188935,49,31,3,F,Married,381.0714704
163026,16,0,3,M,Single,935.9619359
177017,62,41,3,F,Married,107.8515639
104090,21,2,3,F,Married,264.056303
149487,55,36,3,M,Single,728.8201517
196038,42,24,3,M,Single,194.2705281
130703,24,5,3,M,Single,573.8657603
154189,65,44,3,M,Married,256.9809464
168348,48,30,3,M,Single,437.1661679
146914,20,2,3,F,Single,265.2991479
194751,69,52,3,F,Single,199.2010198
111331,18,1,3,M,Married,413.0485498
109825,41,21,3,F,Single,790.0094992
144653,27,10,3,M,Single,437.302042
164835,54,33,3,F,Married,132.5911568
196608,66,48,3,M,Married,40.1800701
175145,31,14,3,M,Single,544.4035359
101987,17,0,3,M,Single,629.7962025
172970,48,30,3,F,Single,354.2319723
106286,50,31,3,F,Single,351.1635587
171454,43,22,3,F,Married,505.324672
122225,30,12,3,F,Single,728.740211
120267,63,44,3,M,Single,224.1336125
192425,45,24,3,F,Single,407.4733234
171129,41,23,3,M,Married,647.3515386
198428,18,0,3,F,Married,348.0681577
150245,68,48,3,F,Married,201.5175786
158372,33,13,3,M,Married,552.3288797
101152,30,13,3,F,Single,751.4022995
146940,61,42,3,M,Single,318.7379138
124329,19,2,3,M,Married,677.6766583
196028,25,6,3,F,Single,511.5813257
148649,20,1,3,F,Single,502.1421869
146047,36,18,3,F,Single,450.2463441
165057,16,0,3,M,Married,747.9162636
198404,46,28,3,M,Married,396.4231609
120483,38,17,3,M,Married,146.1065191
116319,65,48,3,M,Single,73.06398872
168534,65,46,3,F,Married,73.8504676
152196,49,30,3,F,Married,124.661857
194514,64,47,3,F,Single,266.761618
117658,16,0,3,F,Single,331.4292124
126746,69,49,3,M,Married,21.44102999
153306,22,3,3,F,Married,426.5257171
174043,61,43,3,M,Married,188.826862
166018,32,14,3,F,Married,127.0057963
104567,64,43,3,F,Married,89.6601082
186335,23,4,3,F,Married,249.68224
103362,16,0,3,F,Married,377.4714749
110888,67,49,3,F,Single,253.2197256
178021,21,3,3,M,Single,943.1746391
193623,52,31,3,F,Married,551.8101323
178458,48,27,3,M,Married,352.9830599
111689,21,4,3,M,Single,788.3187541
138897,67,50,3,M,Married,151.3785083
150203,69,48,3,F,Married,84.41786459
103790,27,9,3,M,Married,242.4077606
151683,33,15,3,F,Married,310.9373969
126030,52,31,3,M,Married,515.0600561
172822,48,27,3,F,Married,341.5685446
132861,62,41,3,M,Single,116.5855886
168016,65,48,3,F,Single,82.21585193
118686,23,5,3,M,Single,759.9971924
183488,66,48,3,F,Married,122.0725058
173757,70,49,3,F,Single,313.0489022
129589,68,47,3,F,Married,33.2907655
169127,64,46,3,M,Single,95.65189276
154305,51,34,3,M,Married,391.6723014
144638,66,47,3,M,Married,187.0689746
167773,68,47,3,M,Single,165.4354244
113960,69,52,3,M,Single,283.1627247
143059,42,25,3,F,Married,334.4120546
194922,68,51,3,F,Married,154.4412287
184724,51,30,3,M,Married,409.8565591
174991,17,0,3,M,Married,569.8105747
192232,68,51,3,F,Single,142.9617837
152105,63,45,3,F,Married,156.9771093
144231,42,23,3,M,Single,476.9330893
113174,61,41,3,F,Married,138.4420834
117284,33,15,3,F,Married,311.3746217
189680,53,34,3,M,Single,435.4005785
142107,21,3,3,F,Married,263.8780435
155842,28,11,3,M,Single,446.0887616
127071,19,1,3,M,Married,563.1467632
104368,60,42,3,M,Single,785.3303755
162129,18,0,3,M,Single,600.8702076
179740,50,32,3,M,Married,403.1170891
108957,40,19,3,M,Married,368.9068097
101440,37,18,3,M,Single,396.4468939
122506,43,25,3,M,Married,356.0433931
197699,16,0,3,F,Single,196.9921736
149679,21,3,3,M,Single,1077.083376
117485,43,26,3,F,Single,492.5751319
154615,44,27,3,F,Married,320.7584761
169490,27,9,3,F,Single,428.7863104
136278,49,31,3,F,Single,496.0153048
146039,24,7,3,M,Single,985.8140431
102755,68,51,3,F,Married,80.59141132
113436,63,46,3,F,Married,133.1117657
178669,49,28,3,F,Single,344.7069153
116000,69,48,3,F,Married,123.1253857
157495,36,18,3,M,Single,587.1620594
154623,68,48,3,F,Married,400.7613756
125999,29,12,3,F,Single,379.8254789
185196,25,8,3,M,Married,641.0568299
134760,23,4,3,M,Single,414.2637215
130661,24,6,3,F,Married,444.4068961
150589,69,51,3,M,Married,39.62666635
199226,24,5,3,M,Married,270.3439618
196396,59,38,3,M,Single,462.7667653
164184,67,50,3,M,Married,70.819124
171660,28,11,3,M,Single,452.9193311
163256,16,0,3,M,Married,392.6517604
155472,21,3,3,M,Married,214.4838318
110675,69,49,3,F,Married,35.481002
140074,22,4,3,F,Married,317.7358252
118239,66,48,3,F,Single,40.73239872
101843,54,36,3,M,Married,453.5452161
164405,45,28,3,F,Married,345.7872311
138726,40,23,3,F,Married,297.4827401
103266,40,21,3,M,Single,392.3423001
148050,64,46,3,F,Single,412.7042813
121722,70,49,3,F,Single,159.5136816
190303,29,11,3,M,Single,423.6515734
118619,18,0,3,F,Single,768.4793814
167135,64,45,3,M,Single,55.67112525
140410,41,23,3,M,Married,375.3914082
109078,40,21,3,M,Single,431.5806008
197814,32,11,3,F,Single,652.4245763
108477,61,41,3,F,Single,130.7757095
154287,49,30,3,M,Single,737.3769927
109587,36,17,3,F,Single,830.9321942
111320,46,28,3,M,Married,372.3125049
122529,65,44,3,F,Married,167.106551
161019,64,47,3,F,Married,282.3852994
174568,58,38,3,M,Married,664.6459222
170180,31,10,3,F,Single,574.2567511
197424,70,50,3,M,Single,64.74551084
163450,25,6,3,M,Single,851.8635648
146550,27,7,3,M,Married,258.6368128
130544,20,1,3,M,Married,281.7290259
118548,47,27,3,F,Married,405.6995836
128917,34,14,3,F,Married,132.8603678
139692,68,49,3,F,Married,163.9798518
108909,61,41,3,F,Married,227.9537517
173661,70,53,3,M,Married,130.0411373
121965,41,21,3,M,Single,544.5625563
160716,16,0,3,F,Single,453.7388068
131776,28,10,3,F,Married,376.851857
106673,42,21,3,M,Married,386.7136229
155250,35,16,3,F,Married,234.2771423
164980,59,38,3,M,Single,906.1988692
178506,39,20,3,F,Married,229.8630713
137482,41,22,3,M,Married,340.180379
137597,21,4,3,M,Single,927.4976597
129660,57,39,3,M,Married,713.4269686
182468,61,44,3,F,Married,229.2590542
118163,58,41,3,F,Married,330.8133013
177641,27,8,3,F,Single,451.2241762
150215,22,3,3,M,Married,758.960996
145156,27,8,3,F,Single,421.0077464
172541,52,32,3,F,Single,368.5971401
179116,68,49,3,F,Married,128.7233246
186642,45,25,3,M,Married,620.3858534
109552,21,4,3,M,Single,684.2638013
110623,66,47,3,F,Single,82.63991354
189951,17,0,3,M,Single,1380.980203
140761,33,15,3,M,Single,258.1998141
188347,18,0,3,F,Single,687.9402382
122165,30,13,3,F,Married,321.455237
175197,70,49,3,M,Single,232.7517279
150724,70,53,3,M,Married,122.6117209
107811,37,20,3,F,Single,362.8027863
187100,21,4,3,F,Married,284.7555892
144660,18,0,3,M,Married,463.5702261
108388,53,36,3,M,Single,343.2347351
188283,18,0,3,F,Single,553.8470439
151674,23,4,3,F,Single,617.8746458
167700,16,0,3,F,Single,826.1310526
175567,64,47,3,F,Married,123.7441614
133968,22,5,3,F,Married,143.8981868
136115,59,38,3,F,Married,465.6428112
161558,66,48,3,M,Married,41.87528879
153250,45,27,3,F,Single,325.5182642
132681,62,41,3,M,Single,145.8210181
163906,23,5,3,M,Single,1204.097279
154299,20,1,3,F,Married,321.2749071
183875,20,3,3,F,Single,761.7805601
127475,19,2,3,F,Married,299.190366
112521,34,17,3,M,Single,528.8520586
184684,45,25,3,F,Married,166.4743347
163677,33,15,3,M,Single,746.8129203
195882,40,23,3,F,Single,380.6014831
